Año;Mes;NCM;Pdes;Pnet(kg);FOB(u$s)
2020;01;73182200;999;          54,660;        10700,31                                                                                                                                                  
2020;01;73182300;999;         180,480;         2142,59                                                                                                                                                  
2020;01;73182400;202;            ,900;           47,58                                                                                                                                                  
2020;01;73182400;203;         456,250;         7448,46                                                                                                                                                  
2020;01;73182400;225;         241,760;         5677,98                                                                                                                                                  
2020;01;73182400;999;         363,260;        12795,49                                                                                                                                                  
2020;01;73182900;203;         370,250;         6830,01                                                                                                                                                  
2020;01;73182900;212;          15,580;          505,34                                                                                                                                                  
2020;01;73182900;999;         333,030;         5178,07                                                                                                                                                  
2020;01;73201000;999;       43329,420;        70595,37                                                                                                                                                  
2020;01;73202010;202;          11,330;          369,47                                                                                                                                                  
2020;01;73202010;203;        1431,470;         8700,32                                                                                                                                                  
2020;01;73202010;208;           1,990;          363,17                                                                                                                                                  
2020;01;73202010;218;       15225,060;        32768,22                                                                                                                                                  
2020;01;73202010;221;          10,840;          279,50                                                                                                                                                  
2020;01;73202010;222;         117,030;          747,40                                                                                                                                                  
2020;01;73202010;225;        1372,900;         8513,34                                                                                                                                                  
2020;01;73202010;444;         132,530;         2269,73                                                                                                                                                  
2020;01;73202010;999;       14196,340;        67123,29                                                                                                                                                  
2020;01;73202090;999;          54,440;         6731,75                                                                                                                                                  
2020;01;73209000;203;         890,210;         9830,07                                                                                                                                                  
2020;01;73209000;999;         650,190;         5277,64                                                                                                                                                  
2020;01;73211900;999;         570,170;         3714,20                                                                                                                                                  
2020;01;73218100;999;       20834,260;       148499,96                                                                                                                                                  
2020;01;73219000;999;         207,750;         1325,50                                                                                                                                                  
2020;01;73231000;999;        5824,730;        20284,00                                                                                                                                                  
2020;01;73239300;225;         319,100;         5272,55                                                                                                                                                  
2020;01;73239300;999;         813,720;        11829,91                                                                                                                                                  
2020;01;73239900;225;         312,270;         1680,41                                                                                                                                                  
2020;01;73239900;999;           1,460;            4,80                                                                                                                                                  
2020;01;73262000;225;         627,490;         9014,40                                                                                                                                                  
2020;01;73262000;999;        3747,850;        29735,09                                                                                                                                                  
2020;01;73269090;202;        3780,580;        42384,36                                                                                                                                                  
2020;01;73269090;203;      311378,710;       807647,80                                                                                                                                                  
2020;01;73269090;205;        1123,680;        29012,31                                                                                                                                                  
2020;01;73269090;208;       17503,780;        90263,97                                                                                                                                                  
2020;01;73269090;210;         507,800;         6076,16                                                                                                                                                  
2020;01;73269090;212;        9561,660;        97402,44                                                                                                                                                  
2020;01;73269090;218;       40392,880;       197454,16                                                                                                                                                  
2020;01;73269090;221;        7846,990;        41009,60                                                                                                                                                  
2020;01;73269090;222;         122,430;         5382,90                                                                                                                                                  
2020;01;73269090;225;       18513,800;       109882,89                                                                                                                                                  
2020;01;73269090;438;        3901,950;        37565,86                                                                                                                                                  
2020;01;73269090;999;      141783,470;       550860,46                                                                                                                                                  
2020;01;74122000;203;         530,920;         6880,31                                                                                                                                                  
2020;01;74122000;208;         107,760;         6017,63                                                                                                                                                  
2020;01;74122000;225;          95,590;         2886,92                                                                                                                                                  
2020;01;74122000;999;         226,990;         6152,83                                                                                                                                                  
2020;01;74152100;999;         158,300;         3224,37                                                                                                                                                  
2020;01;74153300;999;        1126,210;        37848,65                                                                                                                                                  
2020;01;74181000;225;         851,360;        14756,67                                                                                                                                                  
2020;01;74181000;999;         831,830;        17393,61                                                                                                                                                  
2020;01;74199990;202;          36,330;         1776,07                                                                                                                                                  
2020;01;74199990;208;         135,250;         5028,31                                                                                                                                                  
2020;01;74199990;999;          44,750;         7484,48                                                                                                                                                  
2020;01;76042100;999;        6390,100;        34947,38                                                                                                                                                  
2020;01;76071990;999;        1760,360;        28089,21                                                                                                                                                  
2020;01;76072000;221;        1806,120;        31995,18                                                                                                                                                  
2020;01;76072000;225;        5814,950;        41552,65                                                                                                                                                  
2020;01;76072000;999;        1133,350;         6995,08                                                                                                                                                  
2020;01;76081000;203;          36,650;          723,49                                                                                                                                                  
2020;01;76082090;203;         127,900;         4682,40                                                                                                                                                  
2020;01;76082090;999;        7599,250;        45666,85                                                                                                                                                  
2020;01;76090000;208;        5455,420;        33971,39                                                                                                                                                  
2020;01;76090000;225;         158,010;         5642,23                                                                                                                                                  
2020;01;76090000;999;         187,650;         4123,32                                                                                                                                                  
2020;01;76109000;202;        1273,030;        20767,97                                                                                                                                                  
2020;01;76109000;208;        2842,040;        31738,04                                                                                                                                                  
2020;01;76109000;999;        2681,750;        34989,12                                                                                                                                                  
2020;01;76129011;999;        9733,270;        80328,56                                                                                                                                                  
2020;01;76129012;999;         133,000;         5801,64                                                                                                                                                  
2020;01;76151000;225;        5768,160;        57190,95                                                                                                                                                  
2020;01;76151000;999;       22212,050;       270475,79                                                                                                                                                  
2020;01;76161000;999;         669,270;        22769,42                                                                                                                                                  
2020;01;76169900;202;         161,060;         1381,09                                                                                                                                                  
2020;01;76169900;203;      645680,500;      2198262,14                                                                                                                                                  
2020;01;76169900;208;       30113,910;       126662,87                                                                                                                                                  
2020;01;76169900;212;         147,270;         5165,26                                                                                                                                                  
2020;01;76169900;221;        8870,850;        59800,80                                                                                                                                                  
2020;01;76169900;225;       13088,710;        89427,29                                                                                                                                                  
2020;01;76169900;999;        6205,510;        46306,20                                                                                                                                                  
2020;01;78011090;999;      421759,000;       830394,47                                                                                                                                                  
2020;01;79070090;999;       29892,720;        96687,55                                                                                                                                                  
2020;01;82032090;999;        1232,980;        12953,79                                                                                                                                                  
2020;01;82034000;999;         230,820;         2024,30                                                                                                                                                  
2020;01;82041100;203;         222,580;         4560,64                                                                                                                                                  
2020;01;82041100;999;        3049,840;        78032,85                                                                                                                                                  
2020;01;82042000;999;        1994,610;        51897,16                                                                                                                                                  
2020;01;82051000;999;         372,620;         4075,33                                                                                                                                                  
2020;01;82054000;999;           1,030;           22,39                                                                                                                                                  
2020;01;82055100;225;          94,170;         1223,80                                                                                                                                                  
2020;01;82055100;999;         204,500;         3010,45                                                                                                                                                  
2020;01;82055900;203;          50,420;         2611,27                                                                                                                                                  
2020;01;82055900;225;         284,090;         3219,08                                                                                                                                                  
2020;01;82055900;999;        1106,550;         7811,21                                                                                                                                                  
2020;01;82057000;999;       15130,680;        49952,12                                                                                                                                                  
2020;01;82071900;999;       24679,710;       180055,58                                                                                                                                                  
2020;01;82074010;999;         133,510;        24398,63                                                                                                                                                  
2020;01;82075011;999;        2654,780;        22980,55                                                                                                                                                  
2020;01;82075019;999;          63,430;         1054,20                                                                                                                                                  
2020;01;82076000;999;          76,560;         9040,71                                                                                                                                                  
2020;01;82077090;999;           5,910;         6489,91                                                                                                                                                  
2020;01;82079000;999;          48,610;         5763,80                                                                                                                                                  
2020;01;82083000;999;         229,160;        48217,39                                                                                                                                                  
2020;01;82084000;203;       13097,940;        71931,06                                                                                                                                                  
2020;01;82084000;212;        1177,120;         7074,13                                                                                                                                                  
2020;01;82084000;444;        1002,590;        11876,71                                                                                                                                                  
2020;01;82084000;999;         712,430;        16750,74                                                                                                                                                  
2020;01;82089000;221;          11,000;         7878,51                                                                                                                                                  
2020;01;82089000;999;         903,390;        28148,64                                                                                                                                                  
2020;01;82090011;999;          52,290;         9279,81                                                                                                                                                  
2020;01;82111000;999;         175,900;         8637,48                                                                                                                                                  
2020;01;82152000;999;         114,590;         2534,50                                                                                                                                                  
2020;01;83011000;999;         427,850;         9449,59                                                                                                                                                  
2020;01;83012000;212;          75,190;          844,74                                                                                                                                                  
2020;01;83012000;999;         240,810;         6246,53                                                                                                                                                  
2020;01;83014000;999;        4173,230;        43611,75                                                                                                                                                  
2020;01;83016000;999;        4270,080;        69183,86                                                                                                                                                  
2020;01;83017000;999;           3,320;          297,59                                                                                                                                                  
2020;01;83021000;203;        6697,600;        60035,09                                                                                                                                                  
2020;01;83021000;221;        3317,670;        13391,20                                                                                                                                                  
2020;01;83021000;225;          42,930;          915,78                                                                                                                                                  
2020;01;83021000;999;         124,610;         3314,87                                                                                                                                                  
2020;01;83022000;999;         464,240;         8236,86                                                                                                                                                  
2020;01;83023000;202;        2116,490;        47066,66                                                                                                                                                  
2020;01;83023000;203;        1160,720;        18931,71                                                                                                                                                  
2020;01;83023000;205;         642,710;        12915,69                                                                                                                                                  
2020;01;83023000;225;          59,810;         1494,34                                                                                                                                                  
2020;01;83023000;999;        2068,620;        49710,82                                                                                                                                                  
2020;01;83024100;208;         146,930;         2064,80                                                                                                                                                  
2020;01;83024100;221;        1724,400;        16465,36                                                                                                                                                  
2020;01;83024100;225;        1910,920;        20115,01                                                                                                                                                  
2020;01;83024100;999;         233,630;         6438,54                                                                                                                                                  
2020;01;83024200;999;        2501,200;        13653,20                                                                                                                                                  
2020;01;83024900;225;         265,300;         1535,45                                                                                                                                                  
2020;01;83024900;999;         484,590;        14352,49                                                                                                                                                  
2020;01;83025000;225;         978,130;         6082,79                                                                                                                                                  
2020;01;83025000;999;        1324,010;        11639,43                                                                                                                                                  
2020;01;83030000;999;        8985,990;        23146,00                                                                                                                                                  
2020;01;83062100;999;         227,330;         1893,90                                                                                                                                                  
2020;01;83071090;999;          52,310;         3653,28                                                                                                                                                  
2020;01;83082000;999;        6530,220;        49017,18                                                                                                                                                  
2020;01;83099000;203;       29596,810;       200197,98                                                                                                                                                  
2020;01;83099000;208;       14644,710;       266534,16                                                                                                                                                  
2020;01;83099000;221;        8657,390;       114131,32                                                                                                                                                  
2020;01;83099000;222;        1764,830;        31290,35                                                                                                                                                  
2020;01;83099000;225;        6433,690;        73516,73                                                                                                                                                  
2020;01;83099000;999;         234,740;         8996,43                                                                                                                                                  
2020;01;83100000;999;        1657,320;        59562,65                                                                                                                                                  
2020;01;84071000;212;         433,110;        10401,00                                                                                                                                                  
2020;01;84073490;999;        2297,930;        88696,43                                                                                                                                                  
2020;01;84082090;203;      489034,500;      5788009,04                                                                                                                                                  
2020;01;84082090;208;        6957,000;       226053,68                                                                                                                                                  
2020;01;84082090;999;       11556,000;       119193,84                                                                                                                                                  
2020;01;84099112;203;       24692,070;       226506,70                                                                                                                                                  
2020;01;84099112;999;       15783,280;       218571,81                                                                                                                                                  
2020;01;84099114;203;        3232,230;       103217,29                                                                                                                                                  
2020;01;84099114;212;       15906,130;       787118,92                                                                                                                                                  
2020;01;84099114;999;       11982,100;       585815,75                                                                                                                                                  
2020;01;84099115;203;         265,370;         1853,73                                                                                                                                                  
2020;01;84099115;999;         361,000;         4404,16                                                                                                                                                  
2020;01;84099117;999;        1778,990;        75059,98                                                                                                                                                  
2020;01;84099118;999;         110,650;         3401,09                                                                                                                                                  
2020;01;84099120;999;        4127,220;        95486,37                                                                                                                                                  
2020;01;84099190;203;       51552,150;       495997,38                                                                                                                                                  
2020;01;84099190;225;          35,270;          826,22                                                                                                                                                  
2020;01;84099190;999;         111,180;         5028,79                                                                                                                                                  
2020;01;84099912;203;        4267,920;        96208,28                                                                                                                                                  
2020;01;84099912;999;         380,010;         3325,08                                                                                                                                                  
2020;01;84099914;203;       26435,390;       738351,83                                                                                                                                                  
2020;01;84099914;212;       12885,320;       423379,45                                                                                                                                                  
2020;01;84099914;999;       41191,020;      1579227,40                                                                                                                                                  
2020;01;84099915;203;        3273,080;        56241,97                                                                                                                                                  
2020;01;84099915;999;         954,110;        13775,26                                                                                                                                                  
2020;01;84099917;203;        1538,110;        27469,35                                                                                                                                                  
2020;01;84099917;225;         342,150;         8336,89                                                                                                                                                  
2020;01;84099917;999;         691,010;        23429,43                                                                                                                                                  
2020;01;84099929;203;       10840,560;       235638,52                                                                                                                                                  
2020;01;84099929;999;        3831,800;        70380,66                                                                                                                                                  
2020;01;84099949;999;         226,130;         2951,37                                                                                                                                                  
2020;01;84099959;203;       11217,330;        37694,02                                                                                                                                                  
2020;01;84099959;999;        1742,000;        13828,29                                                                                                                                                  
2020;01;84099969;999;         459,730;        12292,27                                                                                                                                                  
2020;01;84099979;999;         133,860;         7175,91                                                                                                                                                  
2020;01;84099999;203;       61428,130;       364433,92                                                                                                                                                  
2020;01;84099999;225;         122,830;         2273,89                                                                                                                                                  
2020;01;84099999;999;       31938,740;       290850,27                                                                                                                                                  
2020;01;84122110;999;       14579,550;       178035,20                                                                                                                                                  
2020;01;84122900;202;         105,820;         4741,33                                                                                                                                                  
2020;01;84122900;212;         836,770;        80125,98                                                                                                                                                  
2020;01;84122900;999;       18597,140;       294384,62                                                                                                                                                  
2020;01;84123110;203;          24,630;          966,46                                                                                                                                                  
2020;01;84123110;999;         679,740;        14278,20                                                                                                                                                  
2020;01;84123900;999;         426,960;        14713,23                                                                                                                                                  
2020;01;84129080;203;        1201,390;        43226,09                                                                                                                                                  
2020;01;84129080;999;         377,480;        29313,14                                                                                                                                                  
2020;01;84129090;203;          21,170;          912,76                                                                                                                                                  
2020;01;84129090;999;         380,840;        14528,85                                                                                                                                                  
2020;01;84132000;203;         932,540;        14615,01                                                                                                                                                  
2020;01;84132000;999;        1818,990;        36410,40                                                                                                                                                  
2020;01;84133010;999;         477,640;        13938,76                                                                                                                                                  
2020;01;84133020;203;        1285,500;        25788,93                                                                                                                                                  
2020;01;84133020;999;         125,890;         6480,83                                                                                                                                                  
2020;01;84133030;203;        2073,720;        32702,40                                                                                                                                                  
2020;01;84133030;999;        2541,760;        46029,70                                                                                                                                                  
2020;01;84133090;203;        8907,540;       218035,97                                                                                                                                                  
2020;01;84133090;225;         487,820;        10995,85                                                                                                                                                  
2020;01;84133090;999;         961,070;        30898,14                                                                                                                                                  
2020;01;84135090;999;        1902,750;        58618,40                                                                                                                                                  
2020;01;84136011;203;        8424,830;       144181,65                                                                                                                                                  
2020;01;84136011;999;        7135,700;       162391,09                                                                                                                                                  
2020;01;84136019;999;        1240,090;        33568,59                                                                                                                                                  
2020;01;84136090;999;          73,510;         6720,00                                                                                                                                                  
2020;01;84137010;999;       31533,750;       499828,71                                                                                                                                                  
2020;01;84137080;208;         701,600;        26069,27                                                                                                                                                  
2020;01;84137080;225;        4533,780;        54935,62                                                                                                                                                  
2020;01;84137080;999;        7867,240;       141435,08                                                                                                                                                  
2020;01;84137090;202;        5656,280;        83515,52                                                                                                                                                  
2020;01;84137090;221;       14508,120;       404854,19                                                                                                                                                  
2020;01;84137090;225;        1850,310;        25758,92                                                                                                                                                  
2020;01;84137090;999;        5299,650;       281318,22                                                                                                                                                  
2020;01;84138100;225;         421,040;         1417,65                                                                                                                                                  
2020;01;84138100;999;          98,940;         4475,07                                                                                                                                                  
2020;01;84139190;202;         187,490;        10562,19                                                                                                                                                  
