Año;Mes;NCM;Pdes;Pnet(kg);FOB(u$s)
2020;01;30043939;225;         339,410;        29175,18                                                                                                                                                  
2020;01;30043939;999;        2080,780;       121909,43                                                                                                                                                  
2020;01;30043999;202;         241,730;        22084,00                                                                                                                                                  
2020;01;30043999;206;          52,730;       155220,80                                                                                                                                                  
2020;01;30043999;208;         722,510;        55758,15                                                                                                                                                  
2020;01;30043999;209;         226,500;        22735,00                                                                                                                                                  
2020;01;30043999;221;         579,230;        34212,20                                                                                                                                                  
2020;01;30043999;222;         475,870;        85891,20                                                                                                                                                  
2020;01;30043999;225;        1760,210;       238232,00                                                                                                                                                  
2020;01;30043999;999;        1374,640;       181451,88                                                                                                                                                  
2020;01;30044200;999;        1988,780;       234384,17                                                                                                                                                  
2020;01;30044990;999;        4235,850;       284604,35                                                                                                                                                  
2020;01;30045030;210;        7054,110;       151492,00                                                                                                                                                  
2020;01;30045030;999;       10091,230;       373843,82                                                                                                                                                  
2020;01;30045040;202;        2654,910;        42653,40                                                                                                                                                  
2020;01;30045040;999;        6003,820;       199313,85                                                                                                                                                  
2020;01;30045050;999;       22304,150;       264641,62                                                                                                                                                  
2020;01;30045090;202;        7336,640;       108294,03                                                                                                                                                  
2020;01;30045090;206;        1204,200;        48267,44                                                                                                                                                  
2020;01;30045090;210;        3488,900;        71324,10                                                                                                                                                  
2020;01;30045090;213;        1592,130;        61368,47                                                                                                                                                  
2020;01;30045090;221;        3210,880;        99564,26                                                                                                                                                  
2020;01;30045090;225;        1773,110;        37465,56                                                                                                                                                  
2020;01;30045090;999;       40336,150;       945020,59                                                                                                                                                  
2020;01;30049021;999;        3741,190;       120910,51                                                                                                                                                  
2020;01;30049023;999;        9304,680;        42958,88                                                                                                                                                  
2020;01;30049024;221;        1996,500;        31985,95                                                                                                                                                  
2020;01;30049024;999;       15384,850;       101062,50                                                                                                                                                  
2020;01;30049029;202;         625,870;        36456,08                                                                                                                                                  
2020;01;30049029;208;       15242,750;       193920,76                                                                                                                                                  
2020;01;30049029;210;       16670,010;       139380,34                                                                                                                                                  
2020;01;30049029;221;        7546,900;       252715,17                                                                                                                                                  
2020;01;30049029;225;       17691,800;       382101,53                                                                                                                                                  
2020;01;30049029;999;      200795,960;      2482936,65                                                                                                                                                  
2020;01;30049032;999;        1853,020;       143509,20                                                                                                                                                  
2020;01;30049037;999;        5944,850;       335995,10                                                                                                                                                  
2020;01;30049039;202;         835,150;        21831,27                                                                                                                                                  
2020;01;30049039;203;        5604,650;       183686,91                                                                                                                                                  
2020;01;30049039;209;         475,210;       151356,60                                                                                                                                                  
2020;01;30049039;210;        1574,880;       173022,91                                                                                                                                                  
2020;01;30049039;221;        1301,770;        39182,64                                                                                                                                                  
2020;01;30049039;999;        7720,700;       444874,71                                                                                                                                                  
2020;01;30049043;202;         180,540;         5958,50                                                                                                                                                  
2020;01;30049043;999;        3997,530;        31708,00                                                                                                                                                  
2020;01;30049046;221;        4501,400;        58267,65                                                                                                                                                  
2020;01;30049046;999;       44073,690;       222208,98                                                                                                                                                  
2020;01;30049047;999;         727,330;        19825,26                                                                                                                                                  
2020;01;30049049;999;         388,190;        60367,08                                                                                                                                                  
2020;01;30049059;202;        3902,050;        69630,66                                                                                                                                                  
2020;01;30049059;203;       22366,530;       279247,91                                                                                                                                                  
2020;01;30049059;205;        6778,730;       143661,27                                                                                                                                                  
2020;01;30049059;208;        1672,380;       136260,00                                                                                                                                                  
2020;01;30049059;209;         677,490;       166239,06                                                                                                                                                  
2020;01;30049059;210;        1641,380;        54132,80                                                                                                                                                  
2020;01;30049059;213;         435,870;        30310,60                                                                                                                                                  
2020;01;30049059;221;       10386,870;       166177,15                                                                                                                                                  
2020;01;30049059;222;        1194,910;        99135,84                                                                                                                                                  
2020;01;30049059;225;        4615,590;       367547,00                                                                                                                                                  
2020;01;30049059;999;        7372,460;       487078,41                                                                                                                                                  
2020;01;30049061;999;         857,280;        49082,40                                                                                                                                                  
2020;01;30049062;999;         936,740;        66329,26                                                                                                                                                  
2020;01;30049063;999;        2322,520;       157706,71                                                                                                                                                  
2020;01;30049064;999;        1611,200;       282504,65                                                                                                                                                  
2020;01;30049066;999;        1069,300;        61999,45                                                                                                                                                  
2020;01;30049067;202;         505,900;         9632,60                                                                                                                                                  
2020;01;30049067;999;        7794,240;       104183,19                                                                                                                                                  
2020;01;30049068;225;          93,970;        82007,75                                                                                                                                                  
2020;01;30049068;999;         928,810;       111995,54                                                                                                                                                  
2020;01;30049069;202;        3258,210;       151046,50                                                                                                                                                  
2020;01;30049069;205;        2487,700;       175190,44                                                                                                                                                  
2020;01;30049069;206;          53,730;        19713,60                                                                                                                                                  
2020;01;30049069;208;        4116,780;       407422,05                                                                                                                                                  
2020;01;30049069;209;        1586,290;       301574,50                                                                                                                                                  
2020;01;30049069;210;        2371,400;       180589,58                                                                                                                                                  
2020;01;30049069;213;         939,030;        90639,17                                                                                                                                                  
2020;01;30049069;218;        2301,900;       195198,90                                                                                                                                                  
2020;01;30049069;221;        3323,610;       261256,06                                                                                                                                                  
2020;01;30049069;222;         722,290;       140121,56                                                                                                                                                  
2020;01;30049069;225;        3048,460;       370491,07                                                                                                                                                  
2020;01;30049069;999;        2285,200;       322199,72                                                                                                                                                  
2020;01;30049072;999;          81,440;         2827,97                                                                                                                                                  
2020;01;30049076;999;         688,250;        48333,78                                                                                                                                                  
2020;01;30049078;999;         781,260;       212585,94                                                                                                                                                  
2020;01;30049079;202;         566,020;        74299,00                                                                                                                                                  
2020;01;30049079;205;         770,740;        47521,84                                                                                                                                                  
2020;01;30049079;208;         520,590;       251133,84                                                                                                                                                  
2020;01;30049079;209;         250,870;       119513,15                                                                                                                                                  
2020;01;30049079;210;         625,600;        81481,54                                                                                                                                                  
2020;01;30049079;213;          62,920;         7788,90                                                                                                                                                  
2020;01;30049079;221;        1309,270;       181759,24                                                                                                                                                  
2020;01;30049079;222;         101,500;        10794,20                                                                                                                                                  
2020;01;30049079;225;       10441,050;      1684645,58                                                                                                                                                  
2020;01;30049079;999;        7121,550;       668764,13                                                                                                                                                  
2020;01;30049095;999;         933,980;        70088,50                                                                                                                                                  
2020;01;30049099;202;       10294,290;       123060,63                                                                                                                                                  
2020;01;30049099;203;        3062,770;       249509,09                                                                                                                                                  
2020;01;30049099;205;       10207,540;       144278,54                                                                                                                                                  
2020;01;30049099;206;         812,700;        57926,68                                                                                                                                                  
2020;01;30049099;208;        8556,010;       166435,50                                                                                                                                                  
2020;01;30049099;209;        1775,340;        76556,75                                                                                                                                                  
2020;01;30049099;210;        1717,510;       111681,59                                                                                                                                                  
2020;01;30049099;211;         232,010;        26603,14                                                                                                                                                  
2020;01;30049099;218;         656,060;       183175,52                                                                                                                                                  
2020;01;30049099;220;         450,390;        31666,90                                                                                                                                                  
2020;01;30049099;221;       14006,690;       183177,39                                                                                                                                                  
2020;01;30049099;222;        2972,750;       148633,61                                                                                                                                                  
2020;01;30049099;225;      115444,810;       684784,83                                                                                                                                                  
2020;01;30049099;999;       32516,690;      1190095,01                                                                                                                                                  
2020;01;30059090;999;         134,840;         8079,20                                                                                                                                                  
2020;01;30066000;999;         576,010;        63318,16                                                                                                                                                  
2020;01;31021010;225;      133254,770;        37142,55                                                                                                                                                  
2020;01;32011000;999;     3366475,000;      5948398,61                                                                                                                                                  
2020;01;32019012;999;        8250,000;        36745,00                                                                                                                                                  
2020;01;32021000;225;       14400,000;        30868,00                                                                                                                                                  
2020;01;32021000;999;       78800,000;       125866,00                                                                                                                                                  
2020;01;32029029;221;       19100,000;        29061,00                                                                                                                                                  
2020;01;32029029;999;      113100,000;       204043,36                                                                                                                                                  
2020;01;32030019;999;        1562,360;         8168,00                                                                                                                                                  
2020;01;32041210;999;        7660,700;        45628,79                                                                                                                                                  
2020;01;32041400;999;        1925,050;        22371,80                                                                                                                                                  
2020;01;32041700;202;        4500,000;        34110,50                                                                                                                                                  
2020;01;32041700;225;        3531,690;        23670,20                                                                                                                                                  
2020;01;32041700;999;       15018,000;       129755,36                                                                                                                                                  
2020;01;32041990;999;        5628,710;        25126,84                                                                                                                                                  
2020;01;32061990;208;       73552,300;        72242,43                                                                                                                                                  
2020;01;32061990;221;         890,000;        12384,80                                                                                                                                                  
2020;01;32061990;225;       33408,400;        81633,22                                                                                                                                                  
2020;01;32061990;999;      443922,800;       738877,98                                                                                                                                                  
2020;01;32064990;203;        3225,000;        27783,01                                                                                                                                                  
2020;01;32064990;208;       87898,000;       171766,11                                                                                                                                                  
2020;01;32064990;999;       56252,000;       130947,40                                                                                                                                                  
2020;01;32081010;208;        4012,490;        20978,95                                                                                                                                                  
2020;01;32081010;225;       66211,780;       156172,80                                                                                                                                                  
2020;01;32081010;999;        5150,500;        19629,58                                                                                                                                                  
2020;01;32081020;225;       13968,750;        33665,32                                                                                                                                                  
2020;01;32081020;999;        1326,460;         4405,42                                                                                                                                                  
2020;01;32082019;208;       29630,890;        53709,91                                                                                                                                                  
2020;01;32082019;225;        8413,370;        32598,10                                                                                                                                                  
2020;01;32082019;999;        1053,130;         3423,33                                                                                                                                                  
2020;01;32082020;225;         522,210;         2413,76                                                                                                                                                  
2020;01;32082020;999;        2753,910;        11404,36                                                                                                                                                  
2020;01;32082030;999;        7372,500;        37159,20                                                                                                                                                  
2020;01;32089010;202;       10964,840;        28563,25                                                                                                                                                  
2020;01;32089010;208;       22733,170;        77917,74                                                                                                                                                  
2020;01;32089010;221;        2105,480;         5184,50                                                                                                                                                  
2020;01;32089010;225;        5484,880;        21369,48                                                                                                                                                  
2020;01;32089010;999;       10142,100;        36275,42                                                                                                                                                  
2020;01;32089021;225;         674,840;         2167,88                                                                                                                                                  
2020;01;32089021;999;         255,000;          884,85                                                                                                                                                  
2020;01;32089029;208;        2261,960;        10249,75                                                                                                                                                  
2020;01;32089029;225;        1336,630;         4273,20                                                                                                                                                  
2020;01;32089029;999;        2150,600;         6034,68                                                                                                                                                  
2020;01;32089039;999;       22315,960;        79190,85                                                                                                                                                  
2020;01;32091010;208;       28353,650;        36077,22                                                                                                                                                  
2020;01;32091010;221;       25392,270;        38478,26                                                                                                                                                  
2020;01;32091010;225;      188409,240;       339186,95                                                                                                                                                  
2020;01;32091010;999;       25225,060;        53146,54                                                                                                                                                  
2020;01;32091020;225;        2670,340;         8623,29                                                                                                                                                  
2020;01;32091020;999;       28909,660;        79924,92                                                                                                                                                  
2020;01;32099019;225;        7120,230;        18444,46                                                                                                                                                  
2020;01;32099019;999;       58407,500;       136904,16                                                                                                                                                  
2020;01;32099020;999;        2240,370;         8720,00                                                                                                                                                  
2020;01;32129090;208;         569,960;         2682,29                                                                                                                                                  
2020;01;32129090;221;        2251,690;        15222,60                                                                                                                                                  
2020;01;32129090;225;        7251,910;        32064,42                                                                                                                                                  
2020;01;32129090;999;        1107,000;        10083,05                                                                                                                                                  
2020;01;32141010;202;         595,570;         4589,47                                                                                                                                                  
2020;01;32141010;208;       20818,190;        77477,14                                                                                                                                                  
2020;01;32141010;221;       18206,300;        25888,08                                                                                                                                                  
2020;01;32141010;225;      115200,720;        66512,26                                                                                                                                                  
2020;01;32141010;999;        8825,080;        59451,30                                                                                                                                                  
2020;01;32141020;225;       12024,540;        14099,80                                                                                                                                                  
2020;01;32141020;999;         841,000;          532,40                                                                                                                                                  
2020;01;32149000;221;       10242,470;         5430,02                                                                                                                                                  
2020;01;32149000;225;      143357,860;        95185,79                                                                                                                                                  
2020;01;32149000;999;       35356,000;        35483,04                                                                                                                                                  
2020;01;32151100;202;         648,180;         2599,25                                                                                                                                                  
2020;01;32151100;999;        3883,800;        29119,18                                                                                                                                                  
2020;01;32151900;202;       12072,260;        55452,41                                                                                                                                                  
2020;01;32151900;225;        4804,000;        25982,28                                                                                                                                                  
2020;01;32151900;999;       17207,000;        91425,08                                                                                                                                                  
2020;01;32159000;999;         237,580;         5141,49                                                                                                                                                  
2020;01;33011300;212;       70380,000;       935545,97                                                                                                                                                  
2020;01;33011300;999;      122698,400;      1668727,61                                                                                                                                                  
2020;01;33011990;999;        1914,710;       121365,92                                                                                                                                                  
2020;01;33012990;999;         293,550;        61977,00                                                                                                                                                  
2020;01;33021000;202;       34378,620;       370249,88                                                                                                                                                  
2020;01;33021000;203;       36197,000;       356165,52                                                                                                                                                  
2020;01;33021000;208;       32769,700;       484486,74                                                                                                                                                  
2020;01;33021000;218;        3630,000;        66108,74                                                                                                                                                  
2020;01;33021000;221;       14095,570;       879358,69                                                                                                                                                  
2020;01;33021000;222;        9179,360;        91903,28                                                                                                                                                  
2020;01;33021000;225;       34782,490;      1841200,63                                                                                                                                                  
2020;01;33021000;999;       12484,230;       324144,22                                                                                                                                                  
2020;01;33029019;202;        7910,000;       119555,84                                                                                                                                                  
2020;01;33029019;203;         196,450;         3435,81                                                                                                                                                  
2020;01;33029019;208;       39311,640;       598870,49                                                                                                                                                  
2020;01;33029019;221;       24839,300;       278784,05                                                                                                                                                  
2020;01;33029019;225;        4215,560;        94978,28                                                                                                                                                  
2020;01;33029019;999;       24632,000;       302882,54                                                                                                                                                  
2020;01;33029090;202;        3042,000;        49308,93                                                                                                                                                  
2020;01;33029090;208;        8356,250;       116842,68                                                                                                                                                  
2020;01;33029090;222;         318,610;         7922,27                                                                                                                                                  
2020;01;33029090;225;         650,000;         9901,40                                                                                                                                                  
2020;01;33029090;999;        2850,000;        54752,00                                                                                                                                                  
2020;01;33030010;225;        4751,920;        40046,96                                                                                                                                                  
2020;01;33030010;999;        4862,160;        34513,22                                                                                                                                                  
2020;01;33030020;208;       39808,800;       285818,79                                                                                                                                                  
2020;01;33030020;221;       15747,450;        95311,63                                                                                                                                                  
2020;01;33030020;225;       10912,920;        82144,11                                                                                                                                                  
2020;01;33030020;999;        5150,820;        11690,07                                                                                                                                                  
2020;01;33041000;208;        3771,870;       102383,33                                                                                                                                                  
2020;01;33041000;225;        1003,520;        20156,20                                                                                                                                                  
2020;01;33041000;999;         587,440;        72079,98                                                                                                                                                  
2020;01;33042010;225;         756,960;        32295,77                                                                                                                                                  
2020;01;33042010;999;       15739,840;       749021,35                                                                                                                                                  
2020;01;33042090;225;         180,840;         4351,18                                                                                                                                                  
2020;01;33042090;999;         230,050;         6091,58                                                                                                                                                  
2020;01;33043000;208;       13449,820;       132351,24                                                                                                                                                  
2020;01;33043000;225;        1400,620;        22828,02                                                                                                                                                  
2020;01;33043000;999;       11114,750;        34650,72                                                                                                                                                  
2020;01;33049100;225;        5972,080;        10255,43                                                                                                                                                  
2020;01;33049100;999;       33840,250;       142873,58                                                                                                                                                  
2020;01;33049910;202;        1452,080;        20423,60                                                                                                                                                  
