hs6;hs;sitc3;cod_omc_2;cat_omc_2_en;cod_omc_1;cat_omc_1_en;cat_omc_2;cat_omc_1
'853329;HS 2017;'77232;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853331;HS 2017;'77233;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853339;HS 2017;'77233;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853340;HS 2017;'77235;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853400;HS 2017;'7722;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853510;HS 2017;'77241;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853521;HS 2017;'77242;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853530;HS 2017;'77244;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853540;HS 2017;'77245;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853590;HS 2017;'77249;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853610;HS 2017;'77251;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853620;HS 2017;'77252;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853630;HS 2017;'77253;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853641;HS 2017;'77254;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853649;HS 2017;'77254;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853650;HS 2017;'77255;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853661;HS 2017;'77257;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853669;HS 2017;'77258;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853690;HS 2017;'77259;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853710;HS 2017;'77261;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853720;HS 2017;'77262;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853810;HS 2017;'77281;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853890;HS 2017;'77282;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853910;HS 2017;'77823;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853921;HS 2017;'77821;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853922;HS 2017;'77821;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853929;HS 2017;'77821;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853931;HS 2017;'77822;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853932;HS 2017;'77822;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853939;HS 2017;'77822;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'853990;HS 2017;'77829;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854089;HS 2017;'77627;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854099;HS 2017;'77629;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854110;HS 2017;'77631;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854121;HS 2017;'77632;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854140;HS 2017;'77637;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854221;HS 2002;'77641;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854229;HS 2002;'77643;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854260;HS 2002;'77645;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854270;HS 2002;'77649;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854320;HS 2017;'77878;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854340;HS 2002;'77878;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854389;HS 2002;'77878;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854390;HS 2017;'77649;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854411;HS 2017;'77311;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854419;HS 2017;'77311;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854420;HS 2017;'77312;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854430;HS 2017;'77313;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854441;HS 2002;'77314;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854449;HS 2017;'7731;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854451;HS 2002;'77315;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854459;HS 2002;'77315;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854460;HS 2017;'77317;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854470;HS 2017;'77318;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854511;HS 2017;'77886;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854519;HS 2017;'77886;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854520;HS 2017;'77886;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854590;HS 2017;'77886;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854610;HS 2017;'77322;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854690;HS 2017;'77324;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854720;HS 2017;'77328;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854790;HS 2017;'77329;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'854890;HS 2017;'776;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'860400;HS 2017;'79181;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'860719;HS 2017;'79199;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'860729;HS 2017;'79199;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'860799;HS 2017;'79199;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'860900;HS 2017;'7863;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870120;HS 2017;'7832;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870190;HS 2012;'72249;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870210;HS 2017;'78311;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870321;HS 2017;'7812;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870322;HS 2017;'7812;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870323;HS 2017;'7812;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870324;HS 2017;'7812;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870332;HS 2017;'7812;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870333;HS 2017;'7812;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870421;HS 2017;'78219;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870422;HS 2017;'78219;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870423;HS 2017;'78219;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870431;HS 2017;'78219;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870600;HS 2017;'7841;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870810;HS 2017;'78431;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870821;HS 2017;'78432;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870829;HS 2017;'78432;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870831;HS 2002;'78433;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870839;HS 2002;'78433;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870840;HS 2017;'784;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870850;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870860;HS 2002;'78436;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870870;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870880;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870891;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870892;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870893;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870894;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'870899;HS 2017;'78439;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871110;HS 2017;'78511;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871120;HS 2017;'78513;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871150;HS 2017;'78517;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871200;HS 2017;'7852;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871310;HS 2017;'78531;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871419;HS 2007;'78535;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871492;HS 2017;'78537;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871631;HS 2017;'78622;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871640;HS 2017;'78683;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
'871680;HS 2017;'78685;3304;Machinery and transport equipment;33;Manufactures;Maquinaria y equipo de transporte totales;Manufacturas
